userName,content,score,at
Devi Oktia Nova,Sangat membantu di dunia jaringan,5,2023-05-20 17:11:20
Samudera Jarqowi Zulqurnain,Mwantab,5,2023-05-20 16:41:30
Pardhy Marzuki,TERBAIK,5,2023-05-20 16:37:03
DH DARK HANTER,Knp lemot skli.. Pdhl 40mbps. Lho wahh katanya kenceng lancar hmmm,3,2023-05-20 15:48:02
bayu wisnu,Saya pelanggan baru indihome setelah saya berlanggan indihome kebutujan internet keluarga saya jadi semakin terkontrol tidak boros untuk biaya kuota.. aplikasi myIndiHome sangat bagus semua kebutuhan internet buat keluarga lengkap ada di aplikasi myIndiHome Kecepatan internet bagus pelayanan pemasangan sangat ramah.. Terima kasih Indihome,5,2023-05-20 15:25:01
Tiada Ygabadi,Sangat membantu,3,2023-05-20 15:14:57
Abdii Praha,"Jaringan Ngebut Walaupun dilanda hujan badai angin Ribut ,🔥🔥",5,2023-05-20 15:09:41
Saddam Putra,aplikasi tolol lemot bgt,1,2023-05-20 15:04:13
Demulsa DDS,Rekomendasi banget pakai indihome. Harga terjangkau. Kecepatan bagus jangkauan jaringan luas dan stabil. Banyak promo dan koneksi sudah ada dimana mana. Respon sales dan teknisi juga cepat dan baik. Apapun keluhan maupun pertanyaan pasti cepat teratasi. Sangat beruntung pindah layanan internet ke indihome 😊😊,5,2023-05-20 14:52:46
Fitria Ramadhanti,"Sudah nyaman pakai indihome, ditawarin untuk ganti ke yg lain langsung say no. Aplikasi myindihome juga sangat memudahkan customer apabila terjadi gangguan. Semoga semakin baik untuk pelayanan nya indihome. 👍",5,2023-05-20 14:48:11
Yosep Gita,"Menu pengaduan layanan sudah 3 hari tidak bisa d klik, lalu bagaimana saya mengadu gangguan",1,2023-05-20 14:41:01
Deki Kaunang,Jos,5,2023-05-20 14:40:36
Hairul Anam,"Update terbaru my indihome, appnya semakin ok banyar fitur promo menariknya",5,2023-05-20 14:38:57
